,description,img_url,link,price_today,page_number,price_before
18,Teclado Mecánico Logitech G Pro K/da 920-010074,https://http2.mlstatic.com/D_NQ_NP_972173-MCO45874275750_052021-V.jpg,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=YfUr9YOyj9hASAIQDtYv2xVaWQRoZOoU%2F7h6sRyHLH2AJx5CgDahqP07Mx0YH64DjKZHJdgQ1iPNCD5FeAVihP746IMs%2FjH58V4c4cZK0lRbdhRGYyCHo2ijqEPT4OqVWPyGBVWPWGc7ivjPp7GK3TJpIjAADJASxacOZhHnQ0eOKddiqgni5ZuOkxsjqJ52JpQ06f9hoEMvYDZ%2FGpBDhGDIyBOZ88raWAVGSlXhucpO7OwLgN7kskoq8afBmuNLORP%2BNGO5KsxcnHsLqbIe%2B082WvRB57PiAJOZ4eaUjybbA0kUR3Acn6q4Zt%2FCK9Z4uWtnUZ0GP0cWd7jLZ5TCft%2BvZLwg6664zPv0ZyEt11CbqmPi3wDSquDcvAQ4SB8In24VyBnQ8fOBzh0e40vKzClb%2BrjHJJUgMEnxLnv%2B0ci%2BuTp1SNHk%2BK4Rx0ra50azGFtIVLuaop5yAA8CShmZBPP3A9I0EKAmoFP4jWoSsDC%2F27RrnsH8bXm7%2FhyOob0MSEUfcVj4ZWi0vrOQe8chSPV4%2B4O3Rqt9hx221c14zrflMSarqSiyV05Paxql05Hsiu%2BGAd%2FCDEvjSPf05bsl%2BKlwQUgMQcNTz33WCARy8a1s2Mp7sL1S3x%2Fm%2FAYLPfrrLNvsmJwEY04UTdqE8xvdT136l7%2BXli%2B1Qin7%2FNVL9NfEBDA%3D&rb=x,545900.0,1,
19,"Logitech G713 Aurora Collection, Teclado Gamer Mecánico Rgb",https://http2.mlstatic.com/D_NQ_NP_807628-MCO51884874933_102022-V.jpg,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=cTWqk8R%2BHRDdG%2B%2Fg6p4D4Oj1aDss3eZzjdBSjoebt%2ByjWDRPT4N9OgRlgiei5JxYkPJIsPsLNOZAOuG6OJMlJ3tmBcCLqZjk06GdMzCEMBL0kXjKBGbZ1z916hEWh1fXMxcybpBIau7DwI6mBxOjWZ9Q2KzAhj1BVjalUOrpU%2FZWQR30ohKTkBCp%2Fcbv%2Bi%2BatQiNV3mJutBm18WktIHrF3Xx%2FNpql6GBAroLv8rGna%2F0UpUm1FOGY3nYgLjbesEE2btQwGQy9M6tmEC8RsXVvilyqjQ1JRia6ByKPMthxC%2FQ85YwTKmNogjm7HX8q%2FByFAmBlIz3hEaYImSlWo1qO%2B%2FeWAtjo157MB7na4STMYIV9xb5oijVjm4bqFME%2FBmLnFn86%2FwdxmS79vYrCgX5TeNmpEkuj%2FkJaxyALiMtWjr1dJkMB%2FabVHWNOoh%2BdHHLXL4w%2F7cuMpj1S3jLEBMf92RseWuegfkyYzlD4FT7m1ZzHsJyk3WmMPhz1MeVL6lvYoAZT1mR8hXo%2FSSNXqYj7eA2bqLlw%2FGoEZQF%2Fx3L%2Fb5eh7T1vvKkmyfbsHrpvM%2FWLy6UGYEmL%2F%2FiG5IVGTEetnHQqZyOnLd07FIqh1lFAf5CnMBmaP4zSCPD8%2BQ1YvBPZ0%2FwuNwYPlmAO7y%2BgkZt8KdkcjQWI58tSDSCxqdXFMmo5wKxMrLw1KmT13G%2BlclJ&rb=x,899900.0,1,
20,Teclado gamer Logitech Serie G G513 QWERTY Romer-G Tactile inglés US color carbón con luz RGB,https://http2.mlstatic.com/D_NQ_NP_768128-MLA45319540748_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-serie-g-g513-qwerty-romer-g-tactile-ingles-us-color-carbon-con-luz-rgb/p/MCO10405123?pdp_filters=category:MCO418448#searchVariation=MCO10405123&position=21&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,522911.0,1,549000.0
21,Teclado gamer Logitech Serie G G413 QWERTY Romer-G Tactile inglés US color carbón con luz roja,https://http2.mlstatic.com/D_NQ_NP_775385-MLA45341008339_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-serie-g-g413-qwerty-romer-g-tactile-ingles-us-color-carbon-con-luz-roja/p/MCO9147822?pdp_filters=category:MCO418448#searchVariation=MCO9147822&position=22&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,310000.0,1,
22,Teclado gamer Logitech Serie G G815 QWERTY GL Tactile inglés US color negro con luz RGB,https://http2.mlstatic.com/D_NQ_NP_707956-MLA45316230516_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-serie-g-g815-qwerty-gl-tactile-ingles-us-color-negro-con-luz-rgb/p/MCO15294772?pdp_filters=category:MCO418448#searchVariation=MCO15294772&position=23&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,639900.0,1,
23,Teclado gamer Logitech Pro Series G Pro QWERTY Romer-G Tactile inglés US color negro con luz RGB,https://http2.mlstatic.com/D_NQ_NP_865101-MLA52349849620_112022-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-pro-series-g-pro-qwerty-romer-g-tactile-ingles-us-color-negro-con-luz-rgb/p/MCO16209152?pdp_filters=category:MCO418448#searchVariation=MCO16209152&position=24&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,831900.0,1,
24,Teclado gamer Logitech Serie G G513 QWERTY GX Brown Tactile inglés US internacional color carbón con luz RGB,https://http2.mlstatic.com/D_NQ_NP_752008-MLA45319584107_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-serie-g-g513-qwerty-gx-brown-tactile-ingles-us-internacional-color-carbon-con-luz-rgb/p/MCO16244143?pdp_filters=category:MCO418448#searchVariation=MCO16244143&position=25&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,531516.0,1,
25,"Logitech Mx Mechanical Mini, Teclado Recargable Avanzado",https://http2.mlstatic.com/D_NQ_NP_698471-MCO50936721516_072022-V.jpg,https://articulo.mercadolibre.com.co/MCO-934771701-logitech-mx-mechanical-mini-teclado-recargable-avanzado-_JM?searchVariation=175274004501#searchVariation=175274004501&position=33&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,899900.0,1,
26,"Logitech G915 Lightspeed, Teclado Gamer Mecánico Inalámbrico",https://http2.mlstatic.com/D_NQ_NP_919247-MCO50970197648_082022-V.jpg,https://articulo.mercadolibre.com.co/MCO-563921197-logitech-g915-lightspeed-teclado-gamer-mecanico-inalambrico-_JM?searchVariation=80306938942#searchVariation=80306938942&position=34&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,997900.0,1,
27,"Logitech G Pro, Teclado Gamer Mecánico Profesional Esports",https://http2.mlstatic.com/D_NQ_NP_698738-MCO46571120865_062021-V.jpg,https://articulo.mercadolibre.com.co/MCO-582999923-logitech-g-pro-teclado-gamer-mecanico-profesional-esports-_JM?searchVariation=89576022899#searchVariation=89576022899&position=35&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,547900.0,1,
28,"Logitech G613 Lightspeed, Teclado Gamer Mecánico Inalámbrico",https://http2.mlstatic.com/D_NQ_NP_693605-MCO40242761174_122019-V.jpg,https://articulo.mercadolibre.com.co/MCO-567638859-logitech-g613-lightspeed-teclado-gamer-mecanico-inalambrico-_JM?searchVariation=80306753875#searchVariation=80306753875&position=36&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,411000.0,1,
29,"Logitech G413 Tkl Se, Teclado Gamer Mecánico Retroiluminado",https://http2.mlstatic.com/D_NQ_NP_640678-MCO50613081952_072022-V.jpg,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=%2F06DV3vxSLTULK3Wk0wFQCIvChKVF0Voq9P0YBWl0ZBCMTMtvpfnUrjX1skznielibUoQEDgqZjnDjXQq5VtnRLDlINgNq80ps1cBMO5WXUpJ5UHEyCyaR7U6H31UUiLjNWWAY7Q88uygMzhI3SF0AcxY7jTiGsjcYzkZuF1E5s8WoBACGASz9OJBzMeOu%2FqRvlfSoJDdPZ3W50jin61Z5%2F5KeW4JeXOyl7HAuDW5Oe2HSMoxuXLCQ9W5sKcPGYy8JMwBx13A6nqRTWupQGAB8r%2BG8FbuDFbnUh%2BiijEahf417r1e8wQd4FD714799Ej7%2B0DgFBL7aBBaVymN3amTb9r3qJoswXLGoATv7MUnRHwAAW2I4Tek45eEBAM9SZw6Bhvbxr9pv%2F8N4FokVYWA14CVG2W2gTOG0GqMEuDEtokgiecCHFFtcnAefBM5XCveWZddMB6LxWWQU58%2F%2BOHVoswIBV7LIo%2BQrIlz1vVF7L%2BOOZ6mv%2BplxjDXpip5nPM7QWFtcehJPKfWLdlmNETVZ7az%2BgVO4OJ%2B64l9txQ1mPIc7ElldzXBWHBXCN3a3p98EfiUqSWwctQ7h95oenepituU65Z30Ag4vVR12g5P1O%2FJ0ExKkhUldxLog35HE5FuRabkbinoQA%2BHtI5%2BE%2FWTTopN%2Bh5WeN3FjGWTZV%2FdX240rLvXBrVvTD3Bp%2Fhbp0%3D&rb=x,369900.0,1,
30,"Logitech G915 Lightspeed, Teclado Gamer Mecánico Inalámbrico",https://http2.mlstatic.com/D_NQ_NP_919247-MCO50970197648_082022-V.jpg,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=CJkRHWr58BfqZZY6IfrxR3almmYelkhfTZ%2FvnvZ6Z5Ilt8me1i7lLwGDriExZTawJknuEqITQLpBKVn8DHIeILGQpxzJrskzwUkDMfwyX761GUXlnY5GX9aKwELPPl5pbVQ3TmHo1iSbF5X0bj0XSFf%2F4wc%2BpaFs23UqaZOFSEOYsewUyMZFG4KS%2FsF44DHrTY5aQtrHpWXYCN6A60AnXi5AjGk1%2FnLcdPsU8BfT987ioAowlhtSkF9rHn7Dezw2abL3z%2FQkE3fsGlA7pLRHVw1tR1i4Hb8Ib80KmQN8%2Bt2IT9i5s8IU9lpw3gzSIcGtLlit5%2B5uKZfhK5VAaWoWhtb9dFKcpR110TNiadnF%2FwO8GFw5WpuMXOtODIu4aYDUv9KnZHKIaOZqC7OJCPpN5TXn%2FdBAvbWTeK1FS%2F5cZfZoZlQCbq4I3yz6FhSDmAnYCH4y%2BLyHjS0lVui0qiIHxEN47vYyc1LkS%2Fiafjc%2FJ3hWeiqbLMFQmVS0IPk3AFr51lqIZdoKAvttuEaH6bujZxI9ec8k%2F3iJeznBMgENoE8pkUcH89ekvfAJWtoiCNRadIKCQk11kq3fFrLZAMSQREjs9PjLEIhrST5pmiRluhw3Puyi3JQiHEzDGjRSS%2FfhUu3qPEZCW2BsQrpxkzMco2j11ANwffv0G38uy2BD7cCIJn1AaA80OWd52B%2BMN18W&rb=x,997900.0,1,
31,Teclado Mecánico Logitech G Pro K/da 920-010074,https://http2.mlstatic.com/D_NQ_NP_972173-MCO45874275750_052021-V.jpg,https://articulo.mercadolibre.com.co/MCO-622164036-teclado-mecanico-logitech-g-pro-kda-920-010074-_JM?searchVariation=88507797340#searchVariation=88507797340&position=37&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,545900.0,1,
32,"Logitech Teclado Inalámbrico Pop Blast, Teclas Emojis",https://http2.mlstatic.com/D_NQ_NP_665885-MCO52166659338_102022-V.jpg,https://articulo.mercadolibre.com.co/MCO-900620221-logitech-teclado-inalambrico-pop-blast-teclas-emojis-_JM?searchVariation=174574231135#searchVariation=174574231135&position=38&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,449900.0,1,
33," Logitech G Pro Edición K/da Lol, Teclado Gamer Mecánico Rgb",https://http2.mlstatic.com/D_NQ_NP_927028-MCO46779255814_072021-V.jpg,https://articulo.mercadolibre.com.co/MCO-641505625-logitech-g-pro-edicion-kda-lol-teclado-gamer-mecanico-rgb-_JM?searchVariation=89576752444#searchVariation=89576752444&position=39&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,549900.0,1,
34,"Teclado Mecánico Logitech K835 Tkl, En Aluminio / Multimedia",https://http2.mlstatic.com/D_NQ_NP_898208-MCO46720550525_072021-V.jpg,https://articulo.mercadolibre.com.co/MCO-645920643-teclado-mecanico-logitech-k835-tkl-en-aluminio-multimedia-_JM?searchVariation=174274019254#searchVariation=174274019254&position=40&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,272112.0,1,
35,"Logitech G715 Aurora Collection, Teclado Gamer Inalámbrico",https://http2.mlstatic.com/D_NQ_NP_722610-MCO51574526199_092022-V.jpg,https://articulo.mercadolibre.com.co/MCO-962597999-logitech-g715-aurora-collection-teclado-gamer-inalambrico-_JM?searchVariation=175263278412#searchVariation=175263278412&position=41&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,999900.0,1,
36,Teclado gamer Logitech Serie G G413 QWERTY Romer-G Tactile portugués Brasil color carbón con luz roja,https://http2.mlstatic.com/D_NQ_NP_775385-MLA45341008339_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-serie-g-g413-qwerty-romer-g-tactile-portugues-brasil-color-carbon-con-luz-roja/p/MCO15959013?pdp_filters=category:MCO418448#searchVariation=MCO15959013&position=26&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,456900.0,1,
37,Teclado gamer bluetooth Logitech Serie G G915 QWERTY GL Clicky inglés US color negro con luz RGB,https://http2.mlstatic.com/D_NQ_NP_916480-MLA45317849014_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-bluetooth-logitech-serie-g-g915-qwerty-gl-clicky-ingles-us-color-negro-con-luz-rgb/p/MCO15294769?pdp_filters=category:MCO418448#searchVariation=MCO15294769&position=27&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,1770900.0,1,
38,Teclado gamer Logitech Serie G G513 QWERTY Romer-G Linear inglés internacional color carbón con luz RGB,https://http2.mlstatic.com/D_NQ_NP_966529-MLA45319531927_032021-V.jpg,https://www.mercadolibre.com.co/teclado-gamer-logitech-serie-g-g513-qwerty-romer-g-linear-ingles-internacional-color-carbon-con-luz-rgb/p/MCO10405139?pdp_filters=category:MCO418448#searchVariation=MCO10405139&position=28&search_layout=stack&type=product&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,632959.0,1,
39,"Logitech Pro Ed. League Of Legends, Teclado Gamer Mecánico",https://http2.mlstatic.com/D_NQ_NP_994336-MCO48485836637_122021-V.jpg,https://articulo.mercadolibre.com.co/MCO-840543589-logitech-pro-ed-league-of-legends-teclado-gamer-mecanico-_JM?searchVariation=173993676957#searchVariation=173993676957&position=42&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,599900.0,1,
40,Teclado Bluetooth Logitech Pop Keys Emoji Color Heartbreaker,https://http2.mlstatic.com/D_NQ_NP_817918-MLA50045983172_052022-V.jpg,https://articulo.mercadolibre.com.co/MCO-925321688-teclado-bluetooth-logitech-pop-keys-emoji-color-heartbreaker-_JM?searchVariation=174818066735#searchVariation=174818066735&position=43&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,425432.0,1,454000.0
41,"Logitech G413 Tkl Se, Teclado Gamer Mecánico Retroiluminado",https://http2.mlstatic.com/D_NQ_NP_640678-MCO50613081952_072022-V.jpg,https://articulo.mercadolibre.com.co/MCO-909698048-logitech-g413-tkl-se-teclado-gamer-mecanico-retroiluminado-_JM?searchVariation=174654357088#searchVariation=174654357088&position=44&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,369900.0,1,
42,Logitech G915 Teclado Mecánico Gamer Inalámbrico Rgb Usb,https://http2.mlstatic.com/D_NQ_NP_673305-MCO43505662842_092020-V.jpg,https://articulo.mercadolibre.com.co/MCO-583392489-logitech-g915-teclado-mecanico-gamer-inalambrico-rgb-usb-_JM?searchVariation=81923696787#searchVariation=81923696787&position=45&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,901210.0,1,989000.0
43,Logitech G815 Teclado Gamer Mecánico Ultrafino Lightsync Rgb,https://http2.mlstatic.com/D_NQ_NP_956519-MCO49295123894_032022-V.jpg,https://articulo.mercadolibre.com.co/MCO-567635003-logitech-g815-teclado-gamer-mecanico-ultrafino-lightsync-rgb-_JM?searchVariation=80307121798#searchVariation=80307121798&position=46&search_layout=stack&type=item&tracking_id=7668fa5f-de58-46c4-81fa-a7b260563e53,757900.0,1,
